ProcesoSancionId,Expediente,ProcesoSancionTipoNombre,ProcesoSancionEstado,FechaInicio,FechaTermino,ConfirmaPdC,MultaTotalUTA,LinkSNIFA,UnidadFiscalizableId,Nombre,RegionNombre,ComunaNombre,Latitud,Longitud,CategoriaEconomicaNombre,SubCategoriaEconomicaNombre,LinkSNIFA_UF,FechaActualizacion,DuracionDias
1558,D-034-2017,Denuncia,Terminado - Sanción,2017-05-29,2018-08-17,No,4.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1558                          ,9347,RELLENO SANITARIO DE PUERTO NATALES,Región de Magallanes y la Antártica Chilena,Natales,-51.734359,-72.395867,Saneamiento Ambiental,Relleno sanitario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9347                          ,2026-09-12,445.0
1560,F-027-2017,Fiscalización,Terminado - Sanción,2017-06-01,2018-02-22,No,71.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1560                          ,674,FUNDICION ALTONORTE,Región de Antofagasta,Antofagasta,-23.82343,-70.314429,Instalación fabril,Fundición,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/674                           ,2026-09-12,266.0
1561,F-026-2017,Fiscalización,Terminado - Sanción,2017-05-31,2018-03-01,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1561                          ,14170,AGRÍCOLA LOS TEMOS,Región de la Araucanía,Temuco,-38.745853,-72.58813509999999,Agroindustrias,Producción agrícola / cultivos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14170                         ,2026-09-12,274.0
1565,D-035-2017,Denuncia,Terminado - Sanción,2017-06-14,2018-12-21,No,15.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1565                          ,11298,TODO ES CANCHA,Región del Biobío,San Pedro de la Paz,-36.854771,-73.095478,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11298                         ,2026-09-12,555.0
1569,D-043-2017,Denuncia,Terminado - Sanción,2017-06-22,2022-02-08,No,1006.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1569                          ,7863,METRO S.A. LINEA 3,Región Metropolitana,Conchalí,-33.366277,-70.697176,Infraestructura de Transporte,Metro,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7863                          ,2026-09-12,1692.0
1569,D-043-2017,Denuncia,Terminado - Sanción,2017-06-22,2022-02-08,No,1006.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1569                          ,7867,METRO S.A. LINEA 6,Región Metropolitana,Santiago,-33.502307,-70.647594,Infraestructura de Transporte,Metro,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7867                          ,2026-09-12,1692.0
1569,D-043-2017,Denuncia,Terminado - Sanción,2017-06-22,2022-02-08,No,1006.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1569                          ,11516,METRO,Región Metropolitana,Santiago,-33.445296,-70.655663,Infraestructura de Transporte,Metro,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11516                         ,2026-09-12,1692.0
1570,D-039-2017,Denuncia,Terminado - Sanción,2017-06-21,2018-04-23,No,3.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1570                          ,13844,RESTOBAR TACUBAS,Región del Maule,Linares,-35.8461829,-71.603822,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13844                         ,2026-09-12,306.0
1571,D-041-2017,Denuncia,Terminado - Sanción,2017-06-23,2018-03-23,No,19.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1571                          ,13220,EDIFICIO TERRAZAS DEL SOL II-LA SERENA,Región de Coquimbo,La Serena,-29.935789,-71.28113,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13220                         ,2026-09-12,273.0
1573,D-040-2017,Denuncia,Terminado - Sanción,2017-06-27,2018-04-16,No,9.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1573                          ,13978,PUB LIVERPOOL,Región de Valparaíso,Valparaíso,-33.048630202711,-71.60866803105466,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13978                         ,2026-09-12,293.0
1574,D-044-2017,Denuncia,Terminado - Sanción,2017-06-28,2018-03-23,No,8.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1574                          ,13860,GIMNASIO GYM TRAINING,Región Metropolitana,Las Condes,-33.4167657,-70.5652503,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13860                         ,2026-09-12,268.0
1575,D-045-2017,Denuncia,Terminado - Sanción,2017-07-03,2020-05-22,No,914.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1575                          ,11575,LINEA DE TRANSMISIÓN CARDONES – POLPAICO,Región de Atacama,Copiapó,-27.5166227736479,-70.4252106032625,Energía,Línea de transmisión,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11575                         ,2026-09-12,1054.0
1577,D-047-2017,Denuncia,Terminado - Sanción,2017-07-07,2021-05-26,No,1.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1577                          ,14072,AQUELARRE COYHAIQUE,Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.5685027,-72.06501600000001,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14072                         ,2026-09-12,1419.0
1579,D-050-2017,Denuncia,Terminado - Sanción,2017-07-11,2018-04-09,No,8.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1579                          ,14071,BAR AMBAR DRINKS (EX PEPE LE PUB),Región de Aysén del General Carlos Ibáñez del Campo,Aysén,-45.568845,-72.065591,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14071                         ,2026-09-12,272.0
1580,D-048-2017,Denuncia,Terminado - Sanción,2017-07-11,2020-06-18,No,1.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1580                          ,13605,DISCOTECAARUBA,Región de Ñuble,Cobquecura,-36.13295306534116,-72.79351473029237,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13605                         ,2026-09-12,1073.0
1588,D-053-2017,Denuncia,Terminado - Sanción,2017-07-24,2020-11-04,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1588                          ,13905,RALLY KARTING VIÑA DEL MAR,Región de Valparaíso,Viña del Mar,-33.0258219,-71.5467741,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13905                         ,2026-09-12,1199.0
1590,D-057-2017,Denuncia,Terminado - Sanción,2017-07-27,2018-07-18,No,8.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1590                          ,14090,GIMNASIO SPORT GYM LA UNIÓN,Región de Los Ríos,La Unión,-40.2955515,-73.07991809999999,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14090                         ,2026-09-12,356.0
1591,F-036-2017,Fiscalización,Terminado - Sanción,2017-08-02,2018-05-03,No,699.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1591                          ,2734,COMPLEJO CELCO PLANTA ARAUCO,Región del Biobío,Arauco,-37.168983,-73.187551,Instalación fabril,Planta de papeles y cartones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2734                          ,2026-09-12,274.0
1593,D-056-2017,Denuncia,Terminado - Sanción,2017-07-28,2018-06-19,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1593                          ,13630,DELPHOS PUB DISCOTEQUE,Región Metropolitana,Recoleta,-33.4320875,-70.63657610000001,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13630                         ,2026-09-12,326.0
1594,D-058-2017,Denuncia,Terminado - Sanción,2017-07-31,2018-05-02,No,23.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1594                          ,13830,SUPERMERCADO SANTA ISABEL LA FLORIA,Región Metropolitana,La Florida,-33.5223879,-70.57863529999997,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13830                         ,2026-09-12,275.0
1599,F-037-2017,Fiscalización,Terminado - Sanción,2017-08-09,2020-12-22,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1599                          ,11504,ALIMENTOS E INVERSIONES VALLES DE CHILE,Región Metropolitana,Til til,-33.087207,-70.919867,Instalación fabril,Otras,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11504                         ,2026-09-12,1231.0
1600,D-060-2017,Denuncia,Terminado - Sanción,2017-08-17,2018-12-20,No,10.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1600                          ,14198,PUB MALDITA BARRA,Región de Antofagasta,Antofagasta,-23.6776936,-70.41272630000003,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14198                         ,2026-09-12,490.0
1602,D-061-2017,Denuncia,Terminado - Sanción,2017-08-21,2018-05-18,No,16.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1602                          ,14199,PUB KUNZA (EX ARENAS PUB),Región de Antofagasta,Antofagasta,-23.6781898,-70.4128091,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14199                         ,2026-09-12,270.0
1603,D-064-2017,Denuncia,Terminado - Sanción,2017-08-22,2024-05-06,No,214.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1603                          ,13956,RESTAURANT HUENTELAUQUÉN,Región de Coquimbo,La Serena,-29.9334766,-71.2819518,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13956                         ,2026-09-12,2449.0
1605,F-041-2017,Fiscalización,Terminado - Sanción,2017-08-25,2018-12-04,No,15.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1605                          ,13997,PUB LA TERRAZA,Región Metropolitana,Recoleta,-33.4320569,-70.63752169999998,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13997                         ,2026-09-12,466.0
1606,F-042-2017,Fiscalización,Terminado - Sanción,2017-08-25,2018-10-25,No,10.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1606                          ,13996,GIVENS CLUB,Región Metropolitana,Recoleta,-33.4313735,-70.6362105,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13996                         ,2026-09-12,426.0
1607,D-065-2017,Denuncia,Terminado - Sanción,2017-08-25,2023-07-28,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1607                          ,13957,SUNSET BEACH - INSOMNIO GROUP (EX DISCOTEQUE KAMIKAZE - LA SERENA),Región de Coquimbo,La Serena,-29.933567342293,-71.28194147116392,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13957                         ,2026-09-12,2163.0
1608,D-067-2017,Denuncia,Terminado - Sanción,2017-08-29,2020-11-25,No,355.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1608                          ,6923,FUERTE CORRAL 2,Región de Los Ríos,Corral,-39.886817,-73.427845,Otras categorías,Actividades y/o proyectos en sitios protegidos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/6923                          ,2026-09-12,1184.0
1610,D-068-2017,Denuncia,Terminado - Sanción,2017-08-31,2021-08-05,No,624.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1610                          ,2502,VERTEDERO EL EMPALME REXIN LTDA.,Región de los Lagos,Maullín,-41.5802028567981,-73.2376955549177,Saneamiento Ambiental,Relleno sanitario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2502                          ,2026-09-12,1435.0
1611,D-066-2017,Denuncia,Terminado - Sanción,2017-08-31,2021-01-14,No,13.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1611                          ,13974,KARAOKE ESPACIO BELLAVISTA,Región Metropolitana,Recoleta,-33.4310178,-70.63635139999997,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13974                         ,2026-09-12,1232.0
1612,D-069-2017,Denuncia,Terminado - Sanción,2017-09-01,2018-10-25,No,17.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1612                          ,14029,BAR CONSTITUCIÓN SPA,Región Metropolitana,Recoleta,-33.43011080000001,-70.63718970000002,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14029                         ,2026-09-12,419.0
1615,D-070-2017,Denuncia,Terminado - Sanción,2017-09-12,2022-12-29,No,3433.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1615                          ,2164,VIÑA URCELAY,Región del Libertador General Bernardo O'Higgins,Olivar,-34.230012,-70.885232,Agroindustrias,Vinificación / producción de alcohol,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2164                          ,2026-09-12,1934.0
1618,D-072-2017,Denuncia,Terminado - Sanción,2017-09-26,2019-03-14,No,3.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1618                          ,13629,JAMMIN CLUB,Región Metropolitana,Recoleta,-33.43205359999999,-70.63731369999999,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13629                         ,2026-09-12,534.0
1620,D-075-2017,Denuncia,Terminado - Sanción,2017-09-28,2019-02-22,No,1.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1620                          ,13231,SANTA PIZZA-PROVIDENCIA,Región Metropolitana,Providencia,-33.4226889219697,-70.612527299136,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13231                         ,2026-09-12,512.0
1621,D-073-2017,Denuncia,Terminado - Sanción,2017-09-26,2021-03-31,No,8.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1621                          ,13586,OTROSFERRETERÍA EL DATO,Región Metropolitana,Quilicura,-33.36801477025945,-70.72724461555475,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13586                         ,2026-09-12,1282.0
1624,D-074-2017,Denuncia,Terminado - Sanción,2017-09-26,2018-07-12,No,6.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1624                          ,14435,SALA DE ENSAYO SOUNDHOUSE ESTUDIO,Región Metropolitana,Quinta Normal,-33.4357108,-70.68867549999999,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14435                         ,2026-09-12,289.0
1626,D-080-2017,Denuncia,Terminado - Sanción,2017-10-16,2025-02-05,No,101.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1626                          ,9354,RELLENO SANITARIO LA LAJA,Región de los Lagos,Puerto Varas,-41.384822,-73.047875,Saneamiento Ambiental,Relleno sanitario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9354                          ,2026-09-12,2669.0
1632,F-051-2017,Fiscalización,Terminado - Sanción,2017-11-08,2019-04-02,No,3.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1632                          ,14469,COMUNIDAD DON SIMÓN II,Región de la Araucanía,Temuco,-38.7355258,-72.6102046,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14469                         ,2026-09-12,510.0
1645,F-059-2017,Fiscalización,Terminado - Sanción,2017-11-30,2019-04-02,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1645                          ,13744,GUIBEL MARKET SUCURSAL CENTRO (EX INTERVIDEO),Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.5737241,-72.0733463,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13744                         ,2026-09-12,488.0
1646,F-060-2017,Fiscalización,Terminado - Sanción,2017-11-30,2019-01-08,No,4.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1646                          ,14697,E.C.S.A (VENTA DE INSUMOS AGRÍCOLAS),Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.574444,-72.07377580000002,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14697                         ,2026-09-12,404.0
1648,D-084-2017,Denuncia,Terminado - Sanción,2017-12-01,2019-01-11,No,14.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1648                          ,13987,GIMNASIO PACIFIC FITNESS PORTUGAL - SANTIAGO,Región Metropolitana,Santiago,-33.4470979,-70.6355474,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13987                         ,2026-09-12,406.0
1654,F-058-2017,Fiscalización,Terminado - Sanción,2017-12-06,2018-09-06,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1654                          ,14143,EDIFICIO AMSTERDAM,Región de la Araucanía,Temuco,-38.7376365,-72.61210779999999,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14143                         ,2026-09-12,274.0
1662,D-093-2017,Denuncia,Terminado - Sanción,2017-12-29,2020-08-05,No,38.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1662                          ,14113,HOTEL SOMMELIER,Región Metropolitana,Santiago,-33.437613,-70.643797,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14113                         ,2026-09-12,950.0
1666,F-001-2018,Fiscalización,Terminado - Sanción,2018-01-09,2018-11-13,No,1.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1666                          ,13741,PAQUETERÍA PELUSA,Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.5760355,-72.0731154,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13741                         ,2026-09-12,308.0
1669,D-003-2018,Denuncia,Terminado - Sanción,2018-01-11,2018-11-16,No,25.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1669                          ,14680,CLINICA INDISA,Región Metropolitana,Providencia,-33.4210873,-70.6184298,Equipamiento,Centro de salud humana,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14680                         ,2026-09-12,309.0
1673,D-005-2018,Denuncia,Terminado - Sanción,2018-01-30,2018-12-07,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1673                          ,14149,CONSTRUCCIÓN OBRA DARIO URZUA,Región Metropolitana,Providencia,-33.4318012,-70.61505310000001,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14149                         ,2026-09-12,311.0
1674,D-008-2018,Denuncia,Terminado - Sanción,2018-02-02,2018-12-07,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1674                          ,11276,NAIF (EX OPENBAR),Región de Arica y Parinacota,Arica,-18.480936,-70.318154,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11276                         ,2026-09-12,308.0
1677,F-003-2018,Fiscalización,Terminado - Sanción,2018-02-06,2019-04-04,No,164.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1677                          ,8392,"PISCICULTURA RIO CODIHUE, TRES HORQUETAS",Región de la Araucanía,Cunco,-39.027555,-72.011043,Pesca y Acuicultura,Centro de cultivo de peces,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8392                          ,2026-09-12,422.0
1681,D-012-2018,Denuncia,Terminado - Sanción,2018-02-19,2020-12-31,No,209.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1681                          ,14453,FÁBRICA DE ALIMENTOS QUINTA S.A.,Región Metropolitana,Quinta Normal,-33.4415986,-70.70264939999998,Instalación fabril,Plantas procesadoras de alimentos (no agrícola),http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14453                         ,2026-09-12,1046.0
1685,D-014-2018,Denuncia,Terminado - Sanción,2018-03-01,2019-01-11,No,7.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1685                          ,14852,ESTACIONAMIENTOS SAN LORENZO,Región de Coquimbo,La Serena,-29.9008935,-71.24858799999998,Equipamiento,Estacionamiento,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14852                         ,2026-09-12,316.0
1686,D-016-2018,Denuncia,Terminado - Sanción,2018-03-09,2022-05-25,No,3.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1686                          ,13859,GIMNASIO MAX PROGRESS,Región Metropolitana,La Granja,-33.5220498,-70.62954150000002,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13859                         ,2026-09-12,1538.0
1687,D-017-2018,Denuncia,Terminado - Sanción,2018-03-15,2019-04-08,No,11.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1687                          ,14117,METALMECÁNICA,Región Metropolitana,Quinta Normal,-33.4349333,-70.71836380000002,Instalación fabril,Planta metalúrgica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14117                         ,2026-09-12,389.0
1692,D-022-2018,Denuncia,Terminado - Sanción,2018-04-05,2019-01-07,No,11.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1692                          ,13599,GIMNASIO PACIFIC TEMUCO,Región de la Araucanía,Temuco,-38.7406829,-72.64158229999998,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13599                         ,2026-09-12,277.0
1696,F-008-2018,Fiscalización,Terminado - Sanción,2018-04-10,2019-02-19,No,99.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1696                          ,11857,RILES FRUSAN FREIRE,Región de la Araucanía,Freire,-38.9629588,-72.59499587,Agroindustrias,Planta procesadora de productos agrícolas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11857                         ,2026-09-12,315.0
1697,D-025-2018,Denuncia,Terminado - Sanción,2018-04-19,2020-11-19,No,1030.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1697                          ,1367,RELLENO SANITARIO EL PANUL,Región de Coquimbo,Coquimbo,-30.018947,-71.35972000000001,Saneamiento Ambiental,Relleno sanitario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1367                          ,2026-09-12,945.0
1699,F-009-2018,Fiscalización,Terminado - Sanción,2018-04-23,2020-10-14,No,7976.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1699                          ,1822,MINA CARDENILLA,Región de Valparaíso,Catemu,-32.684695,-70.992766,Minería,Minera metálica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1822                          ,2026-09-12,905.0
1702,D-029-2018,Denuncia,Terminado - Sanción,2018-04-26,2019-03-27,No,104.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1702                          ,11467,LEVADURAS COLLICO,Región de Los Ríos,Valdivia,-39.8200063,-73.2129421,Instalación fabril,Plantas procesadoras de alimentos (no agrícola),http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11467                         ,2026-09-12,335.0
1705,F-012-2018,Fiscalización,Terminado - Sanción,2018-05-02,2019-02-01,No,3.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1705                          ,13958,EDIFICIO EL ESCORIAL,Región de la Araucanía,Temuco,-38.7314892,-72.6145953,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13958                         ,2026-09-12,275.0
1706,D-031-2018,Denuncia,Terminado - Sanción,2018-05-02,2022-03-28,No,1.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1706                          ,14731,METALÚRGICA B&S,Región de Coquimbo,Coquimbo,-29.992547,-71.3603144,Instalación fabril,Planta metalúrgica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14731                         ,2026-09-12,1426.0
1707,D-027-2018,Denuncia,Terminado - Sanción,2018-05-04,2021-02-18,No,5.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1707                          ,2020,PTAS EL MELON,Región de Valparaíso,Nogales,-32.697018,-71.210925,Saneamiento Ambiental,Planta de Tratamiento de Aguas Servidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2020                          ,2026-09-12,1021.0
1709,D-032-2018,Denuncia,Terminado - Sanción,2018-05-07,2019-05-27,No,8.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1709                          ,14985,CLUB HAVANA (EX BK DISCO-PUB Y OLYMPUS DISCOPUB),Región de Magallanes y la Antártica Chilena,Punta Arenas,-53.1655425,-70.9164859,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14985                         ,2026-09-12,385.0
1712,D-034-2018,Denuncia,Terminado - Sanción,2018-05-14,2023-01-05,No,2553.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1712                          ,11324,AGRICOLA SANTIS FRUT LTDA,Región de Valparaíso,San Felipe,-32.812528,-70.693563,Agroindustrias,Planta procesadora de productos agrícolas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11324                         ,2026-09-12,1697.0
1714,D-036-2018,Denuncia,Terminado - Sanción,2018-05-14,2024-03-01,No,520.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1714                          ,13128,PLANTA DE ARIDOS SAN PEDRO,Región de Antofagasta,Calama,-22.663986,-68.483328,Minería,Áridos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13128                         ,2026-09-12,2118.0
1716,D-035-2018,Denuncia,Terminado - Sanción,2018-05-17,2019-04-29,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1716                          ,11619,PANADERIA LAS ENCINAS,Región de la Araucanía,Temuco,-38.745557,-72.631322,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11619                         ,2026-09-12,347.0
1718,D-037-2018,Denuncia,Terminado - Sanción,2018-05-22,2019-03-19,No,7.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1718                          ,13936,EDIFICIO ICONO,Región de Antofagasta,Antofagasta,-23.648494,-70.40140989999998,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13936                         ,2026-09-12,301.0
1723,D-041-2018,Denuncia,Terminado - Sanción,2018-05-24,2019-04-03,No,6.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1723                          ,14201,RESIDENCIA ADULTO MAYOR MONTAHUE,Región del Biobío,San Pedro de la Paz,-36.8682838,-73.073804,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14201                         ,2026-09-12,314.0
1725,F-018-2018,Fiscalización,Terminado - Sanción,2018-05-29,2019-09-04,No,1.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1725                          ,14484,PELUQUERÍA GLORIA,Región de la Araucanía,Temuco,-38.7347253,-72.60972349999997,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14484                         ,2026-09-12,463.0
1726,D-044-2018,Denuncia,Terminado - Sanción,2018-05-29,2019-06-05,No,1.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1726                          ,14734,GIMNASIO FANATIC FITNESS,Región de Arica y Parinacota,Arica,-18.4468986,-70.28838339999999,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14734                         ,2026-09-12,372.0
