ProcesoSancionId,Expediente,ProcesoSancionTipoNombre,ProcesoSancionEstado,FechaInicio,FechaTermino,ConfirmaPdC,MultaTotalUTA,LinkSNIFA,UnidadFiscalizableId,Nombre,RegionNombre,ComunaNombre,Latitud,Longitud,CategoriaEconomicaNombre,SubCategoriaEconomicaNombre,LinkSNIFA_UF,FechaActualizacion,DuracionDias
2391,F-104-2020,Fiscalización,Terminado - Sanción,2020-11-16,2026-03-13,No,24.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2391                          ,13595,FORESTAL COLLICURA,Región del Biobío,Santa Juana,-36.81478202406682,-73.01170349121094,Forestal,Explotación forestal,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13595                         ,2026-09-12,1943.0
2392,F-101-2020,Fiscalización,Terminado - Sanción,2020-12-22,2025-10-02,No,2.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2392                          ,17678,HOSTAL ENTRE RÍOS,Región de Los Ríos,Valdivia,-39.81005,-73.243721,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17678                         ,2026-09-12,1745.0
2393,F-100-2020,Fiscalización,Terminado - Sanción,2020-12-18,2021-10-13,No,1.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2393                          ,15448,HOTEL NAGUILÁN,Región de Los Ríos,Valdivia,-39.8298759,-73.25080709999997,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15448                         ,2026-09-12,299.0
2396,D-176-2020,Denuncia,Terminado - Sanción,2020-12-22,2024-04-29,No,67.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2396                          ,17458,CONDOMINIO ALTOS DE HUAYQUIQUE II,Región de Tarapacá,Iquique,-20.280654,-70.127176,Vivienda e Inmobiliarios,Conjunto habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17458                         ,2026-09-12,1224.0
2403,D-171-2020,Denuncia,Terminado - Sanción,2020-12-31,2023-05-09,No,11.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2403                          ,5494,CIERRE VERTEDERO GORBEA,Región de la Araucanía,Gorbea,-39.036838,-72.747422,Saneamiento Ambiental,Vertedero,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5494                          ,2026-09-12,859.0
2407,D-177-2020,Denuncia,Terminado - Sanción,2020-12-31,2023-08-01,No,2.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2407                          ,15573,FABRICA DE BLOQUETAS GOMEZ,Región de Tarapacá,Alto Hospicio,-20.2781023,-70.0893317,Otras categorías,Otros,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15573                         ,2026-09-12,943.0
2408,D-179-2020,Denuncia,Terminado - Sanción,2020-12-31,2021-09-30,No,16.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2408                          ,17010,ESTADIO COVIGRA,Región del Libertador General Bernardo O'Higgins,Graneros,-34.070826,-70.722218,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17010                         ,2026-09-12,273.0
2415,D-002-2021,Denuncia,Terminado - Sanción,2021-01-14,2021-10-01,No,27.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2415                          ,17272,HOSTAL CAJÓN,Región de la Araucanía,Vilcún,-38.6755686,-72.499987,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17272                         ,2026-09-12,260.0
2423,F-002-2021,Fiscalización,Terminado - Sanción,2021-01-14,2021-12-30,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2423                          ,17051,COSTANERA SPORT,Región de Antofagasta,Antofagasta,-23.686823,-70.418643,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17051                         ,2026-09-12,350.0
2424,F-003-2021,Fiscalización,Terminado - Sanción,2021-01-15,2025-02-05,No,13.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2424                          ,17052,CANCHA LAS ALMEJAS,Región de Antofagasta,Antofagasta,-23.670747,-70.408691,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17052                         ,2026-09-12,1482.0
2425,D-015-2021,Denuncia,Terminado - Sanción,2021-01-26,2021-10-15,No,1.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2425                          ,16010,COMUNIDAD EDIFICIO PLAZA BONDI,Región Metropolitana,Las Condes,-33.41947388584141,-70.5680125951767,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16010                         ,2026-09-12,262.0
2426,D-014-2021,Denuncia,Terminado - Sanción,2021-01-26,2026-07-06,No,66.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2426                          ,15678,NOLLAGAM - CONDOMINIO VISTA PACIFICO,Región de Coquimbo,La Serena,-29.922259,-71.275124,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15678                         ,2026-09-12,1987.0
2429,D-017-2021,Denuncia,Terminado - Sanción,2021-01-28,2021-10-19,No,5.3,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2429                          ,16792,EDIFICIO PLAZA DINAMARCA,Región Metropolitana,Providencia,-33.4396361,-70.5890372,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16792                         ,2026-09-12,264.0
2430,D-019-2021,Denuncia,Terminado - Sanción,2021-01-27,2023-06-08,No,40.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2430                          ,16670,RVC INGENIERÍA Y CONSTRUCCIÓN (EDIFICIO SALVADOR ALLENDE-SOTOMAYOR),Región de Tarapacá,Iquique,-20.2133199,-70.13410090000002,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16670                         ,2026-09-12,862.0
2431,D-013-2021,Denuncia,Terminado - Sanción,2021-01-28,2024-04-30,No,44.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2431                          ,16904,CONSTRUCCIÓN EDIFICIO PADRE MARIANO 94,Región Metropolitana,Providencia,-33.42549587279024,-70.61644792556763,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16904                         ,2026-09-12,1188.0
2432,D-018-2021,Denuncia,Terminado - Sanción,2021-01-28,2021-10-20,No,115.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2432                          ,16007,CONSTRUCCIÓN EDIFICIO LAS HORTENSIAS,Región Metropolitana,Providencia,-33.42612267270841,-70.59464693069452,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16007                         ,2026-09-12,265.0
2433,D-016-2021,Denuncia,Terminado - Sanción,2021-01-28,2021-10-14,No,85.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2433                          ,16113,CONSTRUCCIÓN CENTRO COMERCIAL ALTOS DEL PARQUE,Región Metropolitana,Peñalolén,-33.49763130000001,-70.5546726,Equipamiento,Centro comercial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16113                         ,2026-09-12,259.0
2436,F-024-2021,Fiscalización,Terminado - Sanción,2021-01-28,2025-02-11,No,1.8,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2436                          ,17733,PANADERIA HERMANOS GARCIA,Región del Libertador General Bernardo O'Higgins,San Vicente,-34.4402172,-71.0706702,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17733                         ,2026-09-12,1475.0
2438,D-025-2021,Denuncia,Terminado - Sanción,2021-01-29,2024-01-30,No,118.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2438                          ,17941,CONSTRUCCIÓN RODOLFO LENZ 500,Región Metropolitana,Ñuñoa,-33.45050301741787,-70.59507190090837,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17941                         ,2026-09-12,1096.0
2439,F-008-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-10-27,No,4.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2439                          ,17722,PANADERÍA SÚPER PAN,Región del Libertador General Bernardo O'Higgins,San Fernando,-34.583319,-70.992626,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17722                         ,2026-09-12,272.0
2440,F-009-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-10-27,No,7.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2440                          ,15600,PANADERÍA COLCHAGUA,Región del Libertador General Bernardo O'Higgins,San Fernando,-34.58167,-70.9906603,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15600                         ,2026-09-12,272.0
2441,F-010-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-10-27,No,4.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2441                          ,15606,PANADERÍA LA CHILENITA,Región del Libertador General Bernardo O'Higgins,San Fernando,-34.5911162,-70.98842789999998,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15606                         ,2026-09-12,272.0
2442,F-011-2021,Fiscalización,Terminado - Sanción,2021-01-28,2024-01-02,No,7.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2442                          ,17736,PANADERÍA REQUÍNOA,Región del Libertador General Bernardo O'Higgins,Requínoa,-34.2817462,-70.8165216,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17736                         ,2026-09-12,1069.0
2443,F-012-2021,Fiscalización,Terminado - Sanción,2021-01-28,2026-07-07,No,5.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2443                          ,17735,PANADERÍA MALLOA,Región del Libertador General Bernardo O'Higgins,Malloa,-34.441615,-70.943436,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17735                         ,2026-09-12,1986.0
2444,D-021-2021,Denuncia,Terminado - Sanción,2021-02-01,2021-10-28,No,38.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2444                          ,15867,ESTACIONAMIENTOS BREDENMASTER,Región Metropolitana,Pudahuel,-33.4308872,-70.7744419,Equipamiento,Estacionamiento,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15867                         ,2026-09-12,269.0
2446,F-014-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-12-27,No,5.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2446                          ,15535,PANADERÍA MI BARRIO,Región del Libertador General Bernardo O'Higgins,San Fernando,-34.5865374,-70.99227050000002,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15535                         ,2026-09-12,333.0
2447,F-015-2021,Fiscalización,Terminado - Sanción,2021-01-28,2026-07-17,No,4.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2447                          ,17318,PANADERÍA ANMAR,Región del Libertador General Bernardo O'Higgins,San Vicente,-34.4349435,-71.0913748,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17318                         ,2026-09-12,1996.0
2449,F-018-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-10-27,No,5.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2449                          ,15700,PANADERÍA REAL MADRID,Región del Libertador General Bernardo O'Higgins,Rancagua,-34.1700161,-70.7601282,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15700                         ,2026-09-12,272.0
2450,F-025-2021,Fiscalización,Terminado - Sanción,2021-02-01,2024-01-18,No,1.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2450                          ,15144,AMASANDERÍA LOS REYES,Región del Libertador General Bernardo O'Higgins,Machalí,-34.17573116071856,-70.69092541016926,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15144                         ,2026-09-12,1081.0
2451,F-006-2021,Fiscalización,Terminado - Sanción,2021-01-28,2026-07-01,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2451                          ,17769,PANADERIA EL ESFUERZO,Región del Libertador General Bernardo O'Higgins,Quinta de Tilcoco,-34.160828,-70.722485,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17769                         ,2026-09-12,1980.0
2452,F-007-2021,Fiscalización,Terminado - Sanción,2021-01-28,2023-04-06,No,5.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2452                          ,17768,PANADERIA ESPERANZA,Región del Libertador General Bernardo O'Higgins,Rancagua,-34.178813,-70.745098,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17768                         ,2026-09-12,798.0
2454,F-017-2021,Fiscalización,Terminado - Sanción,2021-01-28,2021-10-27,No,5.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2454                          ,15361,PANADERÍA RIO DEVA,Región del Libertador General Bernardo O'Higgins,Rancagua,-34.1688905,-70.75046980000002,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15361                         ,2026-09-12,272.0
2456,F-020-2021,Fiscalización,Terminado - Sanción,2021-01-28,2026-07-10,No,14.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2456                          ,17755,PANADERIA TRIGUEÑA,Región del Libertador General Bernardo O'Higgins,Graneros,-34.0669437,-70.7324812,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17755                         ,2026-09-12,1989.0
2457,F-021-2021,Fiscalización,Terminado - Sanción,2021-01-28,2023-04-14,No,12.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2457                          ,17756,PANADERIA ALMA RIAZU,Región del Libertador General Bernardo O'Higgins,Rancagua,-34.1608414,-70.74098,Equipamiento,Panadería,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17756                         ,2026-09-12,806.0
2458,D-023-2021,Denuncia,Terminado - Sanción,2021-02-01,2021-10-21,No,19.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2458                          ,16015,DEMOLICIÓN SUECIA 281-287 LOTA 2284,Región Metropolitana,Providencia,-33.42347217358971,-70.60680270195007,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16015                         ,2026-09-12,262.0
2460,D-028-2021,Denuncia,Terminado - Sanción,2021-02-02,2024-03-01,No,2035.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2460                          ,17444,LOTEO-INVERSIONES LAMPA SPA,Región Metropolitana,Lampa,-33.283125,-70.8001,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17444                         ,2026-09-12,1123.0
2471,D-039-2021,Denuncia,Terminado - Sanción,2021-02-08,2023-07-27,No,41.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2471                          ,17157,CONSTRUCCIÓN EDIFICIO EXEQUIEL FERNÁNDEZ 1670,Región Metropolitana,Ñuñoa,-33.470152,-70.600278,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17157                         ,2026-09-12,899.0
2472,D-034-2021,Denuncia,Terminado - Sanción,2021-02-08,2023-06-06,No,25.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2472                          ,16618,PUB RESTOBAR LATITUD SUR,Región del Biobío,Concepción,-36.8332884,-73.05002250000001,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16618                         ,2026-09-12,848.0
2473,D-033-2021,Denuncia,Terminado - Sanción,2021-02-08,2023-07-20,No,2.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2473                          ,17194,DISCOTEQUE PRAGA CLUB CAMARONES,Región de Los Ríos,Valdivia,-39.817112,-73.248625,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17194                         ,2026-09-12,892.0
2474,D-037-2021,Denuncia,Terminado - Sanción,2021-02-08,2025-11-03,No,7.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2474                          ,13961,DISCOTHEQUE MOKA,Región del Libertador General Bernardo O'Higgins,Graneros,-34.06744957739345,-70.73169708251953,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13961                         ,2026-09-12,1729.0
2475,D-030-2021,Denuncia,Terminado - Sanción,2021-02-03,2021-11-23,No,4.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2475                          ,16793,COMPLEJO DEPORTIVO ROBERTO CERECEDA - MAIPÚ,Región Metropolitana,Maipú,-33.5533792,-70.7855066,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16793                         ,2026-09-12,293.0
2478,F-031-2021,Fiscalización,Terminado - Sanción,2021-02-09,2026-07-01,No,3.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2478                          ,14481,FORESTAL BUTROS-ASERRADERO,Región de Ñuble,Chillán,-36.6019932,-72.0952709,Forestal,Aserradero / procesadora de madera,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14481                         ,2026-09-12,1968.0
2479,D-040-2021,Denuncia,Terminado - Sanción,2021-02-09,2022-05-17,No,18.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2479                          ,16566,RESTAURANT DON PEYO SPA,Región Metropolitana,Ñuñoa,-33.4562168,-70.62461200000001,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16566                         ,2026-09-12,462.0
2484,D-046-2021,Denuncia,Terminado - Sanción,2021-02-11,2021-11-04,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2484                          ,15830,EDIFICIO HOLANDA 100,Región Metropolitana,Providencia,-33.4199938,-70.60380270000002,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15830                         ,2026-09-12,266.0
2486,D-027-2021,Denuncia,Terminado - Sanción,2021-02-15,2024-03-08,No,1.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2486                          ,13965,IGLESIA PENTECOSTAL APOSTOLICA,Región de Aysén del General Carlos Ibáñez del Campo,Coyhaique,-45.58355631807807,-72.04820556566119,Equipamiento,Centro de culto religioso / espiritual,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13965                         ,2026-09-12,1117.0
2487,D-051-2021,Denuncia,Terminado - Sanción,2021-02-12,2021-11-05,No,1.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2487                          ,15828,EDIFICIO ALFREDO BARROS ERRAZURIZ 1954,Región Metropolitana,Providencia,-33.4268479,-70.61261200000001,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15828                         ,2026-09-12,266.0
2491,D-053-2021,Denuncia,Terminado - Sanción,2021-02-16,2024-04-26,No,203.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2491                          ,17971,CONSTRUCCIÓN EDIFICIO BUSTAMANTE,Región Metropolitana,Ñuñoa,-33.45385469062574,-70.62896508860351,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17971                         ,2026-09-12,1165.0
2494,D-061-2021,Denuncia,Terminado - Sanción,2021-02-17,2024-07-18,No,345.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2494                          ,2620,CT SANTA MARIA,Región del Biobío,Coronel,-37.039517,-73.135615,Energía,Central termoeléctrica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2620                          ,2026-09-12,1247.0
2495,D-055-2021,Denuncia,Terminado - Sanción,2021-02-15,2026-07-10,No,4.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2495                          ,16242,COMPRA VENTA CHATARRA BELÉN MONTALVÁN,Región Metropolitana,Lo Espejo,-33.5174722,-70.6877647,Equipamiento,Otros equipamientos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16242                         ,2026-09-12,1971.0
2498,D-058-2021,Denuncia,Terminado - Sanción,2021-02-18,2022-09-13,No,21.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2498                          ,17875,DEMOLICIÓN LO CONTADOR 0412,Región Metropolitana,Providencia,-33.420521,-70.620863,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17875                         ,2026-09-12,572.0
2506,D-059-2021,Denuncia,Terminado - Sanción,2021-02-22,2021-12-14,No,117.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2506                          ,3111,ALCANTARILLADO DE CUMPEO,Región del Maule,Río Claro,-35.277756,-71.277877,Saneamiento Ambiental,Planta de Tratamiento de Aguas Servidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3111                          ,2026-09-12,295.0
2509,D-047-2021,Denuncia,Terminado - Sanción,2021-02-24,2026-06-25,No,4.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2509                          ,14979,DISCOTEQUE PAGANO,Región de Valparaíso,Valparaíso,-33.0361798,-71.6296824,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14979                         ,2026-09-12,1947.0
2513,F-035-2021,Fiscalización,Terminado - Sanción,2021-02-24,2026-05-25,No,4.8,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2513                          ,17105,TSUNAMI BAR,Región de Coquimbo,La Serena,-29.9404061,-71.2882744,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17105                         ,2026-09-12,1916.0
2514,D-065-2021,Denuncia,Terminado - Sanción,2021-02-23,2021-12-28,No,3.7,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2514                          ,16199,RESTAURANT DOMO,Región de Atacama,Caldera,-27.1030354,-70.8570206,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16199                         ,2026-09-12,308.0
2516,D-070-2021,Denuncia,Terminado - Sanción,2021-02-26,2021-11-16,No,22.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2516                          ,17264,CLINICA DENTAL REDSALUD MANUEL MONTT,Región Metropolitana,Providencia,-33.428281,-70.619621,Equipamiento,Centro de salud humana,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17264                         ,2026-09-12,263.0
2518,D-073-2021,Denuncia,Terminado - Sanción,2021-03-02,2023-07-03,No,206.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2518                          ,18002,EDIFICIO ELIECER PARADA,Región Metropolitana,Providencia,-33.43472498539995,-70.58311798312859,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18002                         ,2026-09-12,853.0
2519,D-049-2021,Denuncia,Terminado - Sanción,2021-03-02,2026-05-19,No,58.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2519                          ,16339,CONSTRUCCIÓN SUECIA 283,Región Metropolitana,Providencia,-33.423386,-70.60705689999998,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16339                         ,2026-09-12,1904.0
2520,D-076-2021,Denuncia,Terminado - Sanción,2021-03-08,2024-10-11,No,104.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2520                          ,7863,METRO S.A. LINEA 3,Región Metropolitana,Conchalí,-33.366277,-70.697176,Infraestructura de Transporte,Metro,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7863                          ,2026-09-12,1313.0
2521,D-080-2021,Denuncia,Terminado - Sanción,2021-03-08,2026-07-01,No,4.6,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2521                          ,18077,ASTILLERO ARTESANAL AMBROSIO AGUILAR G.,Región de los Lagos,Quellón,-43.117941,-73.6298338,Infraestructura Portuaria,Astillero,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18077                         ,2026-09-12,1941.0
2524,D-077-2021,Denuncia,Terminado - Sanción,2021-03-08,2022-11-16,No,1.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2524                          ,17036,FÁBRICA DE CAJONES SONIA LOVERA TUPA,Región de Arica y Parinacota,Arica,-18.553761,-70.115522,Instalación fabril,Otras,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17036                         ,2026-09-12,618.0
2525,D-081-2021,Denuncia,Terminado - Sanción,2021-03-08,2024-01-05,No,42.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2525                          ,17429,CONSTRUCCIÓN EDIFICIO LYON 2345,Región Metropolitana,Providencia,-33.442228,-70.603453,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17429                         ,2026-09-12,1033.0
2530,D-087-2021,Denuncia,Terminado - Sanción,2021-03-17,2021-11-29,No,11.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2530                          ,15715,TERRAPLUS FAMILY TOWNHOUSES,Región Metropolitana,Peñalolén,-33.4975323,-70.53627770000003,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15715                         ,2026-09-12,257.0
2542,F-039-2021,Fiscalización,Terminado - Sanción,2021-04-05,2022-01-18,No,27.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2542                          ,748,RELLENO SANITARIO QUEBRADA ANCHA,Región de Antofagasta,Tocopilla,-22.102297,-70.064973,Saneamiento Ambiental,Relleno sanitario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/748                           ,2026-09-12,288.0
2545,D-093-2021,Denuncia,Terminado - Sanción,2021-04-09,2021-12-30,No,2.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2545                          ,17269,EDIFICIO MICHIMALONCO,Región del Biobío,San Pedro de la Paz,-36.8419987,-73.092194,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17269                         ,2026-09-12,265.0
2548,F-041-2021,Fiscalización,Terminado - Sanción,2021-04-12,2022-01-06,No,11.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2548                          ,17917,COMUNIDAD CONDOMINIO ALTO LAS QUEMAS,Región de los Lagos,Osorno,-40.580338,-73.12276359,Vivienda e Inmobiliarios,Conjunto habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17917                         ,2026-09-12,269.0
2557,F-048-2021,Fiscalización,Terminado - Sanción,2021-04-19,2022-01-18,No,3.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2557                          ,17367,LEÑERÍA YAKSIC GALLEGOS,Región del Biobío,Los Ángeles,-37.4624325,-72.3553066,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17367                         ,2026-09-12,274.0
2561,D-099-2021,Denuncia,Terminado - Sanción,2021-04-19,2024-04-02,No,2.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/2561                          ,17882,CONSTRUCCIÓN S.I. CML S.A (ORELLA CON SALVADOR ALLENDE),Región de Tarapacá,Iquique,-20.221478,-70.13508,Vivienda e Inmobiliarios,Proyecto Inmobiliario,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17882                         ,2026-09-12,1079.0
